country_slug,country_name,subdivision_type,subdivision_slug,subdivision_name,subdivision_wikidata_id,subdivision_wikipedia_url,capital_name,capital_wikidata_id,capital_wikipedia_url,borders_subdivisions,borders_countries,borders_waters,connections,locator_svg_path,base_svg_path,notes
mexico,Mexico,federative entity,zacatecas,Zacatecas,Q80269,https://en.wikipedia.org/wiki/Zacatecas,Zacatecas,Q139242,https://en.wikipedia.org/wiki/Zacatecas_%28city%29,Aguascalientes | Coahuila | Durango | Guanajuato | Jalisco | Nayarit | Nuevo León | San Luis Potosí,,,"Borders peer subdivisions: Aguascalientes, Coahuila, Durango, Guanajuato, Jalisco, Nayarit, Nuevo León, San Luis Potosí",maps/locators/mexico/zacatecas.svg,maps/base/mexico/mexico-states.svg,
south-africa,South Africa,province,eastern-cape,Eastern Cape,Q130840,https://en.wikipedia.org/wiki/Eastern_Cape,Bhisho,Q209533,https://en.wikipedia.org/wiki/Bhisho,Free State | KwaZulu-Natal | Northern Cape | Western Cape,Lesotho,Indian Ocean,"Borders peer subdivisions: Free State, KwaZulu-Natal, Northern Cape, Western Cape; Countries: Lesotho; Waters: Indian Ocean",maps/locators/south-africa/eastern-cape.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,free-state,Free State,Q160284,https://en.wikipedia.org/wiki/Free_State_%28province%29,Bloemfontein,Q37701,https://en.wikipedia.org/wiki/Bloemfontein,Eastern Cape | Gauteng | KwaZulu-Natal | Mpumalanga | North West | Northern Cape,Lesotho,,"Borders peer subdivisions: Eastern Cape, Gauteng, KwaZulu-Natal, Mpumalanga, North West, Northern Cape; Countries: Lesotho",maps/locators/south-africa/free-state.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,gauteng,Gauteng,Q133083,https://en.wikipedia.org/wiki/Gauteng,Johannesburg,Q34647,https://en.wikipedia.org/wiki/Johannesburg,Free State | Limpopo | Mpumalanga | North West,,,"Borders peer subdivisions: Free State, Limpopo, Mpumalanga, North West",maps/locators/south-africa/gauteng.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,kwazulu-natal,KwaZulu-Natal,Q81725,https://en.wikipedia.org/wiki/KwaZulu-Natal,Pietermaritzburg,Q185591,https://en.wikipedia.org/wiki/Pietermaritzburg,Eastern Cape | Free State | Mpumalanga,Eswatini | Lesotho | Mozambique,Indian Ocean,"Borders peer subdivisions: Eastern Cape, Free State, Mpumalanga; Countries: Eswatini, Lesotho, Mozambique; Waters: Indian Ocean",maps/locators/south-africa/kwazulu-natal.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,limpopo,Limpopo,Q134907,https://en.wikipedia.org/wiki/Limpopo,Polokwane,Q131662,https://en.wikipedia.org/wiki/Polokwane,Gauteng | Mpumalanga | North West,Botswana | Mozambique | Zimbabwe,,"Borders peer subdivisions: Gauteng, Mpumalanga, North West; Countries: Botswana, Mozambique, Zimbabwe",maps/locators/south-africa/limpopo.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,mpumalanga,Mpumalanga,Q132410,https://en.wikipedia.org/wiki/Mpumalanga,Mbombela,Q170313,https://en.wikipedia.org/wiki/Mbombela,Free State | Gauteng | KwaZulu-Natal | Limpopo,Eswatini | Mozambique,,"Borders peer subdivisions: Free State, Gauteng, KwaZulu-Natal, Limpopo; Countries: Eswatini, Mozambique",maps/locators/south-africa/mpumalanga.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,north-west,North West,Q165956,https://en.wikipedia.org/wiki/North_West_%28South_African_province%29,Mahikeng,Q211055,https://en.wikipedia.org/wiki/Mafikeng,Free State | Gauteng | Limpopo | Northern Cape,Botswana,,"Borders peer subdivisions: Free State, Gauteng, Limpopo, Northern Cape; Countries: Botswana",maps/locators/south-africa/north-west.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,northern-cape,Northern Cape,Q132418,https://en.wikipedia.org/wiki/Northern_Cape,Kimberley,Q125905,https://en.wikipedia.org/wiki/Kimberley%2C_South_Africa,Eastern Cape | Free State | North West | Western Cape,Botswana | Namibia,Atlantic Ocean,"Borders peer subdivisions: Eastern Cape, Free State, North West, Western Cape; Countries: Botswana, Namibia; Waters: Atlantic Ocean",maps/locators/south-africa/northern-cape.svg,maps/base/south-africa/south-africa-provinces.svg,
south-africa,South Africa,province,western-cape,Western Cape,Q127167,https://en.wikipedia.org/wiki/Western_Cape,Cape Town,Q5465,https://en.wikipedia.org/wiki/Cape_Town,Eastern Cape | Northern Cape,,Atlantic Ocean | Indian Ocean,"Borders peer subdivisions: Eastern Cape, Northern Cape; Waters: Atlantic Ocean, Indian Ocean",maps/locators/south-africa/western-cape.svg,maps/base/south-africa/south-africa-provinces.svg,
turkey,Turkey,geographical region,aegean-region,Aegean Region,Q155564,https://en.wikipedia.org/wiki/Aegean_region,,,,Central Anatolia Region | Marmara Region | Mediterranean Region,,Aegean Sea,"Borders peer subdivisions: Central Anatolia Region, Marmara Region, Mediterranean Region; Waters: Aegean Sea",maps/locators/turkey/aegean-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,black-sea-region,Black Sea Region,Q155533,https://en.wikipedia.org/wiki/Black_Sea_region,,,,Central Anatolia Region | Eastern Anatolia Region | Marmara Region,Georgia,Black Sea,"Borders peer subdivisions: Central Anatolia Region, Eastern Anatolia Region, Marmara Region; Countries: Georgia; Waters: Black Sea",maps/locators/turkey/black-sea-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,central-anatolia-region,Central Anatolia Region,Q155526,https://en.wikipedia.org/wiki/Central_Anatolia_region,,,,Aegean Region | Black Sea Region | Eastern Anatolia Region | Marmara Region | Mediterranean Region,,,"Borders peer subdivisions: Aegean Region, Black Sea Region, Eastern Anatolia Region, Marmara Region, Mediterranean Region",maps/locators/turkey/central-anatolia-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,eastern-anatolia-region,Eastern Anatolia Region,Q155542,https://en.wikipedia.org/wiki/Eastern_Anatolia_region,,,,Black Sea Region | Central Anatolia Region | Mediterranean Region | Southeastern Anatolia Region,Armenia | Azerbaijan | Georgia | Iran | Iraq,,"Borders peer subdivisions: Black Sea Region, Central Anatolia Region, Mediterranean Region, Southeastern Anatolia Region; Countries: Armenia, Azerbaijan, Georgia, Iran, Iraq",maps/locators/turkey/eastern-anatolia-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,marmara-region,Marmara Region,Q155583,https://en.wikipedia.org/wiki/Marmara_region,,,,Aegean Region | Black Sea Region | Central Anatolia Region,Bulgaria | Greece,Aegean Sea | Black Sea | Sea of Marmara,"Borders peer subdivisions: Aegean Region, Black Sea Region, Central Anatolia Region; Countries: Bulgaria, Greece; Waters: Aegean Sea, Black Sea, Sea of Marmara",maps/locators/turkey/marmara-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,mediterranean-region,Mediterranean Region,Q155552,https://en.wikipedia.org/wiki/Mediterranean_region%2C_Turkey,,,,Aegean Region | Central Anatolia Region | Eastern Anatolia Region | Southeastern Anatolia Region,Syria,Mediterranean Sea,"Borders peer subdivisions: Aegean Region, Central Anatolia Region, Eastern Anatolia Region, Southeastern Anatolia Region; Countries: Syria; Waters: Mediterranean Sea",maps/locators/turkey/mediterranean-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
turkey,Turkey,geographical region,southeastern-anatolia-region,Southeastern Anatolia Region,Q155638,https://en.wikipedia.org/wiki/Southeastern_Anatolia_region,,,,Eastern Anatolia Region | Mediterranean Region,Iraq | Syria,,"Borders peer subdivisions: Eastern Anatolia Region, Mediterranean Region; Countries: Iraq, Syria",maps/locators/turkey/southeastern-anatolia-region.svg,maps/base/turkey/turkey-regions.svg,Turkey's seven geographical regions do not have official capitals; capital fields are left blank.
